OBJECTID,StopAbbr,StopName,FacingDir,Lighting,ADA_ACCESS,BASE,Route_List,Municipality,County,Ons_Dec19,OFFs_Dec19,Position,LIFT,CURB,CURB_CUT,SIDEWALK,Stop_Type,Latitude,Longitude,Census_2010_Tracts_GA_GEOID10,Census_2010_Tracts_GA_NAMELSAD10,Census_2010_Tracts_GA_INTPTLAT10,Census_2010_Tracts_GA_INTPTLON10,NoCarPercentage19,MedHHI19,TotPop19,PerCapitaInc19,Missing Amenities,Shelter,PossibiltyOfAmentity,Notes,NSA,NSANoCar,NSAPop,NSAInc
1884,102170,DECATUR ST SE @ PIEDMONT AVE SE,SE,1,Y,CONC,186;813,Atlanta,Fulton,25.121167,6.546374,NS,Y,Y,Y,Y,Sign,33.75154,-84.385666,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,1,ROW,Z01,14.7,3338,34511
1886,102032,PRYOR ST @ MARTIN L KING JR DR,SW,1,Y,CONC,186,Atlanta,Fulton,0.500472,21.127294,NS,Y,Y,Y,Y,Sign,33.751593,-84.391066,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0,1,ROW,M01,22.6,16557,48855
1891,211101,FORSYTH ST SW @ MITCHELL ST SW,S,1,Y,CONC,3;49;813,Atlanta,Fulton,4.507107,2.038884,NS,Y,Y,Y,Y,Sign,33.751696,-84.394341,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0,0,Building,M01,22.6,16557,48855
1893,900684,MARTIN L KING JR DR SW @ MIDDLETON RD NW,SE,1,Y,CONC,73;165,Atlanta,Fulton,179.536896,40.295502,NS,Y,Y,Y,Y,MARTA Shelter,33.751731,-84.491278,13121007808,Census Tract 78.08,33.751633,-84.4998632,50.5,12485,4580,8788.9,  ,1,1,Few,Z04,23.5,4322,31018
1914,901265,PEACHTREE ST @ MARTIN L KING JR DR,S,1,Y,CONC,26;40;42;49;813,Atlanta,Fulton,18.493242,5.769101,NS,Y,Y,Y,Y,Sign,33.752199,-84.39214,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0,0,Building,H02,30.6,2520,22377
1929,210555,PIEDMONT AVE  SE @ GILMER ST SE,NE,1,Y,CONC,107;813;899,Atlanta,Fulton,8.553752,9.88607,NS,Y,Y,Y,Y,Sign,33.752543,-84.384156,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,1,ROW,D03,4.9,4069,77988
1932,900880,MARTIN L KING JR DR SW @ 3050,NE,1,Y,CONC,66;68;73;165,Atlanta,Fulton,91.38518,48.149946,AT,Y,Y,Y,Y,MARTA Shelter,33.752562,-84.486377,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1,  ,1,1,Few,Z05,17.7,2609,30981
1941,901141,MARTIN L KING JR DR SW @ 2500,W,1,Y,CONC,66;68;73;165;867,Atlanta,Fulton,321.808709,19.748839,OP,Y,Y,Y,Y,MARTA Shelter,33.752718,-84.469668,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1,  ,1,1,Few,Z05,17.7,2609,30981
1951,103138,DECATUR ST SE @ CENTRAL AVE SW,SE,1,Y,CONC,186;813,Atlanta,Fulton,5.297686,1.816234,NS,Y,Y,Y,Y,Sign,33.75306,-84.3877,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,1,ROW,Z05,17.7,2609,30981
1955,102248,ALABAMA ST @ PEACHTREE ST (FIVE POINTS STATION),E,1,Y,CONC,42;49,Atlanta,Fulton,1463.157597,1289.552229,NS,Y,Y,Y,Y,Sign,33.753183,-84.391353,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0,0,Building,Z05,17.7,2609,30981
1967,211627,PRYOR ST SE @ WALL ST SE,SW,1,Y,CONC,186,Atlanta,Fulton,0.247855,1.840063,NS,Y,Y,Y,Y,Sign,33.753346,-84.389407,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,0,Building,Z05,17.7,2609,30981
1969,901264,PEACHTREE ST @ ALABAMA ST (FIVE POINTS STATION),S,1,Y,CONC,40;813,Atlanta,Fulton,317.664438,134.422493,NS,Y,Y,Y,Y,MARTA Shelter,33.753362,-84.39113,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,1,1,Few,P02,21.7,4178,45173
1984,102258,ALABAMA ST @ BROAD ST (FIVE POINTS STATION),E,1,Y,CONC,26;816,Atlanta,Fulton,680.899259,593.83671,NS,Y,Y,Y,Y,Sign,33.753505,-84.391973,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0,1,Space,W01,9.8,8065,88277
1989,211645,PEACHTREE ST @ WALL ST (FIVE POINTS STATION),NE,1,Y,CONC,3;40;816,Atlanta,Fulton,232.006667,227.926227,NS,Y,Y,Y,Y,Sign,33.75358,-84.390368,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,1,Space,N03,3.8,5245,102410
1991,102228,DECATUR ST @ KIMBALL WAY,SE,1,N,CONC,186;813,Atlanta,Fulton,18.252174,4.20129,NS,Y,Y,N,Y,Sign,33.753597,-84.388581,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807, ADA_Access ,0,0,Building,B11,10.7,6035,70279
2004,900916,MARTIN L KING JR DR SW @ 2950,NE,1,Y,CONC,66;68;73;165,Atlanta,Fulton,35.522545,20.817305,AT,Y,Y,Y,Y,MARTA Bench,33.753763,-84.484662,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1,  ,0,1,Few,O01,14.1,4845,70047
2014,102274,ALABAMA ST @ FORSYTH ST (FIVE POINTS STATION),NW,1,Y,CONC,21;55,Atlanta,Fulton,1543.394452,1229.68995,NS,Y,Y,Y,Y,Sign,33.753809,-84.392419,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0,1,Space,S03,18.9,2704,34214
2022,102292,FORSYTH ST @ ALABAMA ST (FIVE POINTS STATION),SW,1,Y,CONC,3,Atlanta,Fulton,177.411632,79.00259,NS,Y,Y,Y,Y,MARTA Shelter,33.753944,-84.392626,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,1,1,Few,T04,34.9,5026,34778
2024,102289,FORSYTH ST @ ALABAMA ST (FIVE POINTS STATION),NE,1,Y,CONC,813,Atlanta,Fulton,41.039264,204.533951,FS,Y,Y,Y,Y,Sign,33.754015,-84.392419,13121003500,Census Tract 35,33.7508367,-84.3916061,10.2,53889,2074,27707.6,  ,0,1,Space,T03,25.7,3505,38534
2037,901193,MARTIN L KING JR DR SW @ PEYTON PL SW,W,1,N,DIRT,66;68;73;165;867,Atlanta,Fulton,45.206945,29.995653,NS,Y,Y,N,Y,Sign,33.754337,-84.476135,13121008102,Census Tract 81.02,33.7418906,-84.4717028,26.4,27119,6647,22271.1, ADA_Access ,0,1,Space,T04,34.9,5026,34778
2049,102180,EDGEWOOD AVE @ PEACHTREE CENTER AVE,W,1,Y,CONC,3;816,Atlanta,Fulton,9.971582,11.444441,NS,Y,Y,Y,Y,Sign,33.754513,-84.386169,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,1,Space,S03,18.9,2704,34214
2074,102226,MARIETTA ST NW @ BROAD ST (FIVE POINTS STATION),SE,1,Y,CONC,186,Atlanta,Fulton,92.10633,0.315335,NS,Y,Y,Y,Y,Sign,33.754992,-84.390659,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,1,Space,S03,18.9,2704,34214
2083,900726,PEACHTREE ST @ AUBURN AVE NE,N,0,Y,CONC,3;40;816,Atlanta,Fulton,37.019141,11.625403,NS,Y,Y,Y,Y,Sign,33.755414,-84.388952,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,Lighting  ,0,1,Space,S03,18.9,2704,34214
2113,103060,BOULEVARD NE @ OLD WHEAT ST NE,N,1,Y,CONC,809,Atlanta,Fulton,4.728015,12.112372,NS,Y,Y,Y,Y,Sign,33.755851,-84.37208,13121002900,Census Tract 29,33.7580053,-84.3693491,11.7,71210,2425,55438.1,  ,0,0,Building,B08,13.2,9252,69274
2153,901374,MARIETTA ST NW @ TED TURNER DR,NW,1,Y,CONC,26,Atlanta,Fulton,9.323778,1.241266,NS,Y,Y,Y,Y,Sign,33.756897,-84.392443,13121011900,Census Tract 119,33.7539369,-84.382691,34,25699,3517,26807,  ,0,0,Building,B11,10.7,6035,70279
2187,902913,CAROLINE ST @ 1245,E,1,Y,CONC,102,Atlanta,DeKalb,33.167317,49.178532,AT,Y,Y,Y,Y,Sign,33.758338,-84.347739,13089020500,Census Tract 205,33.7526586,-84.3416194,14.9,65694,3161,42099.4,  ,0,1,Space,B11,10.7,6035,70279
2193,902882,CAROLINE ST @ 1270,W,1,Y,DIRT,102,Atlanta,DeKalb,46.629405,28.282124,AT,Y,Y,Y,Y,Sign,33.758437,-84.347065,13089020500,Census Tract 205,33.7526586,-84.3416194,14.9,65694,3161,42099.4,  ,0,1,Sign Missing,B08,13.2,9252,69274
2222,903461,BOULEVARD NE @ CAIN ST NE,S,0,Y,CONC,809,Atlanta,Fulton,8.457167,6.897342,NS,Y,Y,Y,Y,Sign,33.759818,-84.372098,13121002900,Census Tract 29,33.7580053,-84.3693491,11.7,71210,2425,55438.1,Lighting  ,0,1,Space,B01,9.8,4723,95649
2227,905430,CARVER DR NW @ FAIRFIELD PL NW,E,1,Y,DIRT,867,Atlanta,Fulton,20.832946,4.870696,NS,Y,Y,Y,Y,Sign,33.759905,-84.463158,13121008301,Census Tract 83.01,33.7642262,-84.4588616,37.5,25060,2327,15765.7,  ,0,1,ROW,B01,9.8,4723,95649
2285,210759,PEACHTREE CENTER AVE @ BAKER ST,N,1,Y,CONC,816,Atlanta,Fulton,10.602996,3.797702,NS,Y,Y,Y,Y,Sign,33.762182,-84.385979,13121001900,Census Tract 19,33.7661963,-84.3872629,15.9,62656,5064,28127.2,  ,0,0,Building,B01,9.8,4723,95649
2299,901355,JOSEPH E BOONE BLVD @ GRIFFIN ST NW,E,0,Y,CONC,51,Atlanta,Fulton,22.967859,18.787281,NS,Y,Y,Y,Y,Sign,33.763241,-84.411346,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,Lighting  ,0,1,Sign Missing,I05,31.7,5438,23484
2301,900710,JOSEPH E BOONE BLVD @ JAMES P BRAWLEY,E,1,Y,CONC,51,Atlanta,Fulton,25.105845,12.712185,NS,Y,Y,Y,Y,Sign,33.763285,-84.412774,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,  ,0,0,Private Property,L01,35.1,4486,31103
2304,210837,MARIETTA ST @ SIMPSON ST,N,1,Y,CONC,26,Atlanta,Fulton,2.359417,16.952393,NS,Y,Y,Y,Y,Sign,33.76333,-84.397102,13121002100,Census Tract 21,33.7655324,-84.3947712,17.6,68618,2409,41520.4,  ,0,1,ROW,L01,35.1,4486,31103
2305,211909,MARTIN L KING JR DR SW @ ADAMSVILLE PLACE PKWY  SW,SE,0, ,DIRT,73;856,Atlanta,Fulton,8.339287,2.755298,FS, ,Y,Y,Y,Sign,33.763349,-84.509221,13121007805,Census Tract 78.05,33.7542322,-84.5385907,27.4,31174,3397,20944.7,Lighting  ,0,1,Space,M01,22.6,16557,48855
2309,900906,JOSEPH E BOONE BLVD @ SUNSET AVE NW,E,1,Y,CONC,51,Atlanta,Fulton,15.075935,4.93538,FS,Y,Y,Y,Y,Other Bench,33.76338,-84.40976,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,  ,0,1,Space,I04,28.5,5948,38020
2310,904341,JOSEPH E BOONE BLVD @ MAYSON TURNER,E,1,Y,DIRT,51,Atlanta,Fulton,18.872312,12.150168,NS,Y,Y,Y,Y,Sign,33.763402,-84.425488,13121002400,Census Tract 24,33.7586698,-84.4248089,32.4,28056,2902,19166.3,  ,0,1,Private Property,L01,35.1,4486,31103
2311,901338,MARIETTA ST NW @ SIMPSON ST NW,S,1,Y,CONC,26,Atlanta,Fulton,22.032068,2.821713,NS,Y,Y,Y,Y,Sign,33.763411,-84.3972,13121002100,Census Tract 21,33.7655324,-84.3947712,17.6,68618,2409,41520.4,  ,0,0,Private Property,I03,22.1,5512,34652
2313,900805,JOSEPH E BOONE BLVD @ VINE ST NW,E,1,Y,CONC,51,Atlanta,Fulton,6.317528,2.832017,FS,Y,Y,Y,Y,MARTA Shelter,33.763412,-84.407518,13121002600,Census Tract 26,33.7587958,-84.4026296,27.6,33611,1672,17417.2,  ,1,1,Space,L01,35.1,4486,31103
2315,900708,JOSEPH E BOONE BLVD @ SCIPLE TER NW,E,1,Y,DIRT,51,Atlanta,Fulton,13.383474,8.413753,FS,Y,Y,Y,Y,Other Bench,33.763417,-84.414907,13121002500,Census Tract 25,33.7590745,-84.4126613,39.3,30283,2814,16237.6,  ,0,1,ROW,I03,22.1,5512,34652
2316,905158,JOSEPH E BOONE BLVD @ JOSEPH E LOWERY BLVD,E,1,Y,CONC,51,Atlanta,Fulton,56.59095,38.079173,NS,Y,Y,Y,Y,MARTA Shelter,33.763426,-84.417669,13121002400,Census Tract 24,33.7586698,-84.4248089,32.4,28056,2902,19166.3,  ,1,1,Few,M02,19.1,15395,61781
2322,905153,JOSEPH E BOONE BLVD @ CHAPPELL RD,E,0,Y,CONC,51,Atlanta,Fulton,49.737697,23.220594,NS,Y,Y,Y,Y,Sign,33.763479,-84.433143,13121008400,Census Tract 84,33.7618564,-84.4355748,39.8,24183,2649,19424.6,Lighting  ,0,1,ROW,M02,19.1,15395,61781
2324,904342,JOSEPH E BOONE BLVD @ ARCHER WAY NW,E,1,Y,DIRT,51,Atlanta,Fulton,16.652573,10.356647,FS,Y,Y,Y,Y,Sign,33.763481,-84.423479,13121002400,Census Tract 24,33.7586698,-84.4248089,32.4,28056,2902,19166.3,  ,0,0,Private Property,N01,10.1,4621,100063
2327,211507,JOSEPH E BOONE BLVD NW @ W LAKE DR NW,E,1,Y,DIRT,51;853,Atlanta,Fulton,31.549966,24.950854,NS,Y,Y,Y,Y,Sign,33.763493,-84.439636,13121008400,Census Tract 84,33.7618564,-84.4355748,39.8,24183,2649,19424.6,  ,0,1,ROW,L02,30,2447,29463
2384,900948,RALPH MCGILL BLVD NE@PARKWAY DR NE,W,1,Y,CONC,816;899,Atlanta,Fulton,111.603601,9.306465,NS,Y,Y,Y,Y,MARTA Shelter,33.76403,-84.373405,13121001700,Census Tract 17,33.7659024,-84.3671952,7.8,94750,4911,62120.3,  ,1,1,Few,I03,22.1,5512,34652
